dist_bin_m,mean_rssi,var_rssi,std_rssi,n,dist_bin_center_m
2296.0,-63.0,2450.0,49.49747468305833,2,2296.5
2297.0,-39.0,0.0,0.0,1,2297.5
2298.0,-21.666666666666668,54.33333333333333,7.371114795831994,3,2298.5
2305.0,-38.0,0.0,0.0,1,2305.5
2309.0,-63.5,2380.5,48.79036790187178,2,2309.5
2314.0,-37.0,0.0,0.0,1,2314.5
2322.0,-59.5,1860.5,43.1335136523794,2,2322.5
2325.0,-39.0,0.0,0.0,1,2325.5
2334.0,-46.666666666666664,1356.3333333333333,36.8284310463171,3,2334.5
2341.0,-98.0,0.0,0.0,1,2341.5
2350.0,-37.0,0.0,0.0,1,2350.5
2351.0,-58.0,2450.0,49.49747468305833,2,2351.5
2358.0,-55.0,1352.0,36.76955262170047,2,2358.5
2362.0,-56.0,1922.0,43.840620433565945,2,2362.5
2364.0,-60.5,1200.5,34.64823227814083,2,2364.5
2369.0,-58.0,1682.0,41.012193308819754,2,2369.5
2376.0,-51.0,1152.0,33.94112549695428,2,2376.5
2380.0,-61.5,840.5,28.991378028648448,2,2380.5
2381.0,-51.0,882.0,29.698484809834994,2,2381.5
2392.0,-43.0,722.0,26.870057685088806,2,2392.5
2393.0,-50.5,924.5,30.405591591021544,2,2393.5
2396.0,-54.0,338.0,18.384776310850235,2,2396.5
2405.0,-52.0,1058.0,32.526911934581186,2,2405.5
2409.0,-24.0,0.0,0.0,1,2409.5
2412.0,-52.5,1012.5,31.81980515339464,2,2412.5
2417.0,-55.0,1250.0,35.35533905932738,2,2417.5
2427.0,-55.0,1922.0,43.840620433565945,2,2427.5
2428.0,-59.0,1352.0,36.76955262170047,2,2428.5
2429.0,-55.0,1250.0,35.35533905932738,2,2429.5
2441.0,-56.5,1104.5,33.23401871576773,2,2441.5
2445.0,-62.5,1984.5,44.54772721475249,2,2445.5
2446.0,-57.5,2244.5,47.37615433949868,2,2446.5
2452.0,-55.5,1200.5,34.64823227814083,2,2452.5
2463.0,-69.5,1200.5,34.64823227814083,2,2463.5
2464.0,-60.0,2450.0,49.49747468305833,2,2464.5
2465.0,-91.0,0.0,0.0,1,2465.5
2478.0,-61.0,2312.0,48.08326112068523,2,2478.5
2492.0,-64.0,1922.0,43.840620433565945,2,2492.5
2499.0,-62.5,1984.5,44.54772721475249,2,2499.5
2518.0,-66.5,1512.5,38.890872965260115,2,2518.5
2536.0,-26.0,0.0,0.0,1,2536.5
2537.0,-69.0,1250.0,35.35533905932738,2,2537.5
2555.0,-22.0,0.0,0.0,1,2555.5
2556.0,-32.0,0.0,0.0,1,2556.5
2558.0,-24.0,0.0,0.0,1,2558.5
2561.0,-24.0,0.0,0.0,1,2561.5
2563.0,-21.0,0.0,0.0,1,2563.5
2564.0,-25.0,0.0,0.0,1,2564.5
2565.0,-21.0,0.0,0.0,1,2565.5
2566.0,-21.0,0.0,0.0,1,2566.5
2570.0,-26.0,0.0,0.0,1,2570.5
2575.0,-21.0,0.0,0.0,1,2575.5
2576.0,-24.0,0.0,0.0,1,2576.5
2584.0,-23.0,0.0,0.0,1,2584.5
2594.0,-31.0,0.0,0.0,1,2594.5
2595.0,-21.0,0.0,0.0,1,2595.5
2596.0,-27.0,0.0,0.0,1,2596.5
2613.0,-34.0,0.0,0.0,1,2613.5
2624.0,-25.0,0.0,0.0,1,2624.5
2641.0,-27.0,0.0,0.0,1,2641.5
2653.0,-36.0,0.0,0.0,1,2653.5
2660.0,-25.0,0.0,0.0,1,2660.5
2673.0,-29.0,0.0,0.0,1,2673.5
2677.0,-23.0,0.0,0.0,1,2677.5
2681.0,-24.0,0.0,0.0,1,2681.5
2693.0,-30.0,0.0,0.0,1,2693.5
2703.0,-23.0,0.0,0.0,1,2703.5
2717.0,-22.0,0.0,0.0,1,2717.5
2734.0,-39.0,0.0,0.0,1,2734.5
2737.0,-22.0,0.0,0.0,1,2737.5
2746.0,-32.0,0.0,0.0,1,2746.5
2755.0,-30.0,0.0,0.0,1,2755.5
2768.0,-32.0,0.0,0.0,1,2768.5
2775.0,-30.0,0.0,0.0,1,2775.5
2778.0,-22.0,0.0,0.0,1,2778.5
2790.0,-29.0,0.0,0.0,1,2790.5
2798.0,-26.0,0.0,0.0,1,2798.5
2810.0,-61.5,1200.5,34.64823227814083,2,2810.5
2814.0,-30.0,0.0,0.0,1,2814.5
2818.0,-26.0,0.0,0.0,1,2818.5
2832.0,-29.0,0.0,0.0,1,2832.5
2837.0,-58.0,2312.0,48.08326112068523,2,2837.5
2849.0,-53.5,2380.5,48.79036790187178,2,2849.5
2850.0,-65.0,1568.0,39.59797974644666,2,2850.5
2865.0,-88.0,0.0,0.0,1,2865.5
2869.0,-65.5,1512.5,38.890872965260115,2,2869.5
2872.0,-56.5,2112.5,45.96194077712559,2,2872.5
2881.0,-53.0,2312.0,48.08326112068523,2,2881.5
2885.0,-49.0,800.0,28.284271247461902,2,2885.5
2889.0,-58.5,1984.5,44.54772721475249,2,2889.5
2896.0,-38.0,1099.0,33.15116890850155,3,2896.5
2905.0,-48.5,1300.5,36.062445840513924,2,2905.5
2906.0,-51.2,917.1999999999999,30.285309970347008,5,2906.5
2914.0,-53.5,1083.0,32.90896534380867,4,2914.5
2919.0,-42.5,924.5,30.405591591021544,2,2919.5
2920.0,-47.0,1058.0,32.526911934581186,2,2920.5
2921.0,-46.0,1058.0,32.526911934581186,2,2921.5
2925.0,-43.5,684.5,26.16295090390226,2,2925.5
2927.0,-50.0,1352.0,36.76955262170047,2,2927.5
2928.0,-43.42857142857143,820.9523809523808,28.65226659362887,7,2928.5
2929.0,-44.5,544.5,23.33452377915607,2,2929.5
2930.0,-45.166666666666664,335.06060606060606,18.30466077425654,12,2930.5
2931.0,-62.5,2244.5,47.37615433949868,2,2931.5
2933.0,-49.5,1104.5,33.23401871576773,2,2933.5
2934.0,-50.0,1352.0,36.76955262170047,2,2934.5
2936.0,-46.0,1682.0,41.012193308819754,2,2936.5
2938.0,-55.0,1152.0,33.94112549695428,2,2938.5
2942.0,-40.75,825.5833333333334,28.73296596826254,4,2942.5
2944.0,-55.5,2244.5,47.37615433949868,2,2944.5
2946.0,-72.0,0.0,0.0,1,2946.5
2948.0,-64.0,2178.0,46.66904755831214,2,2948.5
2950.0,-47.25,1146.9166666666667,33.86615813266493,4,2950.5
2952.0,-41.0,1152.0,33.94112549695428,2,2952.5
2953.0,-55.5,2244.5,47.37615433949868,2,2953.5
2954.0,-37.333333333333336,1240.3333333333333,35.21836642056717,3,2954.5
2955.0,-43.0,1352.0,36.76955262170047,2,2955.5
2956.0,-45.0,1058.0,32.526911934581186,2,2956.5
2958.0,-48.0,1352.0,36.76955262170047,2,2958.5
2960.0,-74.0,0.0,0.0,1,2960.5
2962.0,-63.0,2312.0,48.08326112068523,2,2962.5
2963.0,-59.5,2812.5,53.033008588991066,2,2963.5
2964.0,-49.0,2178.0,46.66904755831214,2,2964.5
2969.0,-50.5,1984.5,44.54772721475249,2,2969.5
2974.0,-62.0,2450.0,49.49747468305833,2,2974.5
2976.0,-55.75,1534.9166666666667,39.178012541049945,4,2976.5
2985.0,-51.5,1860.5,43.1335136523794,2,2985.5
3002.0,-62.0,2450.0,49.49747468305833,2,3002.5
3004.0,-60.0,2592.0,50.91168824543142,2,3004.5
3007.0,-18.0,0.0,0.0,1,3007.5
3017.0,-61.5,2520.5,50.204581464244875,2,3017.5
3018.0,-63.0,2178.0,46.66904755831214,2,3018.5
3020.0,-15.0,0.0,0.0,1,3020.5
3032.0,-49.0,1657.0,40.70626487409524,3,3032.5
3035.0,-16.0,0.0,0.0,1,3035.5
3047.0,-25.0,0.0,0.0,1,3047.5
3065.0,-22.0,0.0,0.0,1,3065.5
3076.0,-25.0,0.0,0.0,1,3076.5
3081.0,-25.0,0.0,0.0,1,3081.5
3091.0,-25.0,0.0,0.0,1,3091.5
3105.0,-25.0,0.0,0.0,1,3105.5
3106.0,-28.0,0.0,0.0,1,3106.5
3118.0,-27.0,0.0,0.0,1,3118.5
3123.0,-17.0,2.0,1.4142135623730951,2,3123.5
3126.0,-30.0,0.0,0.0,1,3126.5
3129.0,-21.0,0.0,0.0,1,3129.5
3134.0,-27.0,0.0,0.0,1,3134.5
3142.0,-24.5,0.5,0.7071067811865476,2,3142.5
3143.0,-17.0,0.0,0.0,2,3143.5
3144.0,-24.0,0.0,0.0,1,3144.5
3152.0,-25.0,0.0,0.0,1,3152.5
3159.0,-21.0,0.0,0.0,1,3159.5
3163.0,-17.0,0.0,0.0,1,3163.5
3173.0,-24.0,162.0,12.727922061357855,2,3173.5
3184.0,-22.0,0.0,0.0,1,3184.5
3193.0,-15.0,0.0,0.0,1,3193.5
3195.0,-29.0,0.0,0.0,1,3195.5
3196.0,-21.0,0.0,0.0,1,3196.5
3203.0,-17.0,0.0,0.0,1,3203.5
3205.0,-29.0,0.0,0.0,1,3205.5
3209.0,-21.0,0.0,0.0,1,3209.5
3213.0,-18.0,0.0,0.0,1,3213.5
3220.0,-22.0,0.0,0.0,1,3220.5
3223.0,-20.0,0.0,0.0,1,3223.5
3226.0,-35.0,0.0,0.0,1,3226.5
3231.0,-25.5,0.5,0.7071067811865476,2,3231.5
3233.0,-15.0,0.0,0.0,1,3233.5
3241.0,-24.0,0.0,0.0,1,3241.5
3248.0,-33.0,0.0,0.0,1,3248.5
3250.0,-22.0,0.0,0.0,1,3250.5
3255.0,-22.5,84.5,9.192388155425117,2,3255.5
3266.0,-15.0,0.0,0.0,1,3266.5
3267.0,-25.0,0.0,0.0,1,3267.5
3269.0,-28.0,18.0,4.242640687119285,2,3269.5
3275.0,-18.0,0.0,0.0,1,3275.5
3276.0,-24.0,0.0,0.0,1,3276.5
3278.0,-30.0,0.0,0.0,1,3278.5
3287.0,-48.333333333333336,1308.3333333333335,36.17089069035118,3,3287.5
3297.0,-36.0,0.0,0.0,1,3297.5
3298.0,-17.0,0.0,0.0,1,3298.5
3309.0,-45.666666666666664,1716.3333333333333,41.428653530296316,3,3309.5
3311.0,-57.0,2178.0,46.66904755831214,2,3311.5
3321.0,-55.0,1558.0,39.4715087119811,4,3321.5
3322.0,-51.5,1512.5,38.890872965260115,2,3322.5
3329.0,-48.5,760.5,27.577164466275352,2,3329.5
3333.0,-54.75,1352.9166666666667,36.782015532956684,4,3333.5
3336.0,-54.0,1250.0,35.35533905932738,2,3336.5
3342.0,-52.5,1404.5,37.476659402887016,2,3342.5
3344.0,-48.0,1138.0,33.734255586866,4,3344.5
3345.0,-54.0,968.0,31.11269837220809,2,3345.5
3346.0,-47.0,722.0,26.870057685088806,2,3346.5
3348.0,-48.0,722.0,26.870057685088806,2,3348.5
3350.0,-48.0,630.0,25.099800796022265,4,3350.5
3352.0,-50.0,1152.0,33.94112549695428,2,3352.5
3353.0,-42.5,612.5,24.748737341529164,2,3353.5
3354.0,-51.0,968.0,31.11269837220809,2,3354.5
3357.0,-57.666666666666664,937.3333333333334,30.61590000854676,3,3357.5
3361.0,-46.0,882.0,29.698484809834994,2,3361.5
3363.0,-54.25,1068.9166666666667,32.69429104089377,4,3363.5
3365.0,-49.666666666666664,689.0666666666667,26.25007936495939,6,3365.5
3369.0,-51.0,882.0,29.698484809834994,2,3369.5
3371.0,-52.25,741.5833333333334,27.232027712481003,4,3371.5
3372.0,-34.0,721.0,26.851443164195103,3,3372.5
3373.0,-50.5,760.5,27.577164466275352,2,3373.5
3376.0,-49.5,887.5,29.790938219532464,6,3376.5
3379.0,-42.75,850.25,29.159046623646667,4,3379.5
3382.0,-48.0,707.3333333333334,26.595739007091595,4,3382.5
3383.0,-44.5,643.0,25.357444666211933,4,3383.5
3387.0,-38.75,606.25,24.62214450449026,4,3387.5
3388.0,-52.5,2112.5,45.96194077712559,2,3388.5
3389.0,-56.0,1200.0,34.64101615137755,4,3389.5
3391.0,-49.0,2178.0,46.66904755831214,2,3391.5
3395.0,-45.5,1740.5,41.71930009000631,2,3395.5
3401.0,-55.75,1378.25,37.12478956169314,4,3401.5
3402.0,-54.0,1922.0,43.840620433565945,2,3402.5
3409.0,-58.5,2664.5,51.61879502661797,2,3409.5
3413.0,-63.0,1922.0,43.840620433565945,2,3413.5
3417.0,-52.5,2112.5,45.96194077712559,2,3417.5
3418.0,-56.0,3200.0,56.568542494923804,2,3418.5
3426.0,-61.5,1860.5,43.1335136523794,2,3426.5
3429.0,-56.0,3200.0,56.568542494923804,2,3429.5
3440.0,-61.0,1922.0,43.840620433565945,2,3440.5
3449.0,-23.0,0.0,0.0,1,3449.5
3454.0,-59.5,2112.5,45.96194077712559,2,3454.5
3457.0,-56.0,3200.0,56.568542494923804,2,3457.5
3467.0,-23.0,0.0,0.0,1,3467.5
3473.0,-56.5,3120.5,55.86143571373726,2,3473.5
3485.0,-48.333333333333336,1442.3333333333333,37.978063843926186,3,3485.5
3490.0,-57.5,2964.5,54.44722215136416,2,3490.5
3500.0,-61.0,1922.0,43.840620433565945,2,3500.5
3505.0,-23.0,0.0,0.0,1,3505.5
3507.0,-16.0,0.0,0.0,1,3507.5
3516.0,-30.0,0.0,0.0,1,3516.5
3526.0,-15.0,0.0,0.0,1,3526.5
3532.0,-35.0,0.0,0.0,1,3532.5
3547.0,-24.0,0.0,0.0,1,3547.5
3548.0,-30.0,0.0,0.0,1,3548.5
3564.0,-23.0,32.0,5.656854249492381,2,3564.5
3570.0,-19.0,0.0,0.0,1,3570.5
3580.0,-28.0,0.0,0.0,1,3580.5
3585.0,-16.0,0.0,0.0,1,3585.5
3593.0,-20.0,0.0,0.0,1,3593.5
3597.0,-25.0,0.0,0.0,1,3597.5
3607.0,-16.0,0.0,0.0,1,3607.5
3615.0,-28.0,0.0,0.0,1,3615.5
3628.0,-15.0,0.0,0.0,1,3628.5
3642.0,-25.0,0.0,0.0,1,3642.5
3650.0,-18.0,0.0,0.0,1,3650.5
3651.0,-25.0,0.0,0.0,1,3651.5
3669.0,-22.0,0.0,0.0,1,3669.5
3672.0,-15.0,0.0,0.0,1,3672.5
3687.0,-28.0,0.0,0.0,1,3687.5
3689.0,-55.5,2112.5,45.96194077712559,2,3689.5
3693.0,-15.0,0.0,0.0,1,3693.5
3705.0,-28.0,0.0,0.0,1,3705.5
3713.0,-56.5,1984.5,44.54772721475249,2,3713.5
3735.0,-17.0,0.0,0.0,1,3735.5
3737.0,-49.5,1200.5,34.64823227814083,2,3737.5
3740.0,-60.5,2112.5,45.96194077712559,2,3740.5
3755.0,-22.0,0.0,0.0,1,3755.5
3757.0,-54.0,1800.0,42.42640687119285,2,3757.5
3762.0,-48.0,1568.0,39.59797974644666,2,3762.5
3773.0,-52.0,1250.0,35.35533905932738,2,3773.5
3774.0,-50.5,1984.5,44.54772721475249,2,3774.5
3787.0,-48.0,1568.0,39.59797974644666,2,3787.5
3789.0,-28.0,0.0,0.0,1,3789.5
3791.0,-45.0,1568.0,39.59797974644666,2,3791.5
3806.0,-43.75,598.25,24.45914961727002,4,3806.5
3818.0,-74.0,0.0,0.0,1,3818.5
3822.0,-54.0,1250.0,35.35533905932738,2,3822.5
3827.0,-45.5,1404.5,37.476659402887016,2,3827.5
3833.0,-45.0,1800.0,42.42640687119285,2,3833.5
3835.0,-61.0,2592.0,50.91168824543142,2,3835.5
3838.0,-50.75,1050.9166666666667,32.41784488004511,4,3838.5
3842.0,-51.0,2312.0,48.08326112068523,2,3842.5
3844.0,-17.0,0.0,0.0,1,3844.5
3846.0,-45.5,1512.5,38.890872965260115,2,3846.5
3847.0,-43.5,1512.5,38.890872965260115,2,3847.5
3848.0,-50.0,1682.0,41.012193308819754,2,3848.5
3849.0,-48.714285714285715,845.9047619047619,29.0844419218379,7,3849.5
3850.0,-46.666666666666664,1003.0666666666668,31.67122774170062,6,3850.5
3853.0,-41.0,882.0,29.698484809834994,2,3853.5
3854.0,-62.5,2664.5,51.61879502661797,2,3854.5
3855.0,-48.0,1922.0,43.840620433565945,2,3855.5
3859.0,-49.5,2112.5,45.96194077712559,2,3859.5
3860.0,-58.5,2964.5,54.44722215136416,2,3860.5
3864.0,-51.5,2380.5,48.79036790187178,2,3864.5
3870.0,-99.0,0.0,0.0,1,3870.5
3871.0,-56.0,2592.0,50.91168824543142,2,3871.5
3885.0,-63.0,2592.0,50.91168824543142,2,3885.5
3887.0,-55.5,2664.5,51.61879502661797,2,3887.5
3896.0,-55.5,2664.5,51.61879502661797,2,3896.5
3899.0,-26.0,0.0,0.0,1,3899.5
3904.0,-60.5,2664.5,51.61879502661797,2,3904.5
3905.0,-54.5,2812.5,53.033008588991066,2,3905.5
3915.0,-55.5,2964.5,54.44722215136416,2,3915.5
3921.0,-26.0,0.0,0.0,1,3921.5
3924.0,-55.5,2964.5,54.44722215136416,2,3924.5
3932.0,-55.5,2964.5,54.44722215136416,2,3932.5
3935.0,-26.0,0.0,0.0,1,3935.5
3939.0,-27.0,0.0,0.0,1,3939.5
3940.0,-55.0,3042.0,55.154328932550705,2,3940.5
3941.0,-26.0,0.0,0.0,1,3941.5
3945.0,-27.0,0.0,0.0,1,3945.5
3946.0,-28.0,2.0,1.4142135623730951,2,3946.5
3947.0,-28.0,22.0,4.69041575982343,4,3947.5
3948.0,-32.666666666666664,17.333333333333336,4.163331998932266,3,3948.5
3949.0,-37.0,7.0,2.6457513110645907,3,3949.5
3950.0,-17.0,0.0,0.0,1,3950.5
3951.0,-32.0,0.0,0.0,1,3951.5
3954.0,-24.5,60.5,7.7781745930520225,2,3954.5
3959.0,-17.0,0.0,0.0,1,3959.5
3960.0,-23.0,72.0,8.48528137423857,2,3960.5
3963.0,-19.0,0.0,0.0,1,3963.5
3966.0,-19.0,0.0,0.0,1,3966.5
3970.0,-17.0,0.0,0.0,1,3970.5
3976.0,-19.0,0.0,0.0,1,3976.5
3979.0,-30.0,0.0,0.0,1,3979.5
3991.0,-30.0,0.0,0.0,1,3991.5
3992.0,-17.0,0.0,0.0,1,3992.5
4002.0,-20.0,0.0,0.0,1,4002.5
4013.0,-24.0,0.0,0.0,1,4013.5
4019.0,-30.0,0.0,0.0,1,4019.5
4026.0,-19.0,0.0,0.0,1,4026.5
4027.0,-18.0,0.0,0.0,1,4027.5
4034.0,-35.0,0.0,0.0,1,4034.5
4045.0,-18.0,0.0,0.0,1,4045.5
4060.0,-22.0,0.0,0.0,1,4060.5
4066.0,-40.0,0.0,0.0,1,4066.5
4067.0,-20.0,0.0,0.0,1,4067.5
4080.0,-28.666666666666668,121.33333333333334,11.015141094572204,3,4080.5
4081.0,-23.0,0.0,0.0,1,4081.5
4088.0,-27.0,0.0,0.0,1,4088.5
4093.0,-65.5,1984.5,44.54772721475249,2,4093.5
4094.0,-25.0,0.0,0.0,1,4094.5
4100.0,-57.0,1800.0,42.42640687119285,2,4100.5
4101.0,-20.0,0.0,0.0,1,4101.5
4103.0,-97.0,0.0,0.0,1,4103.5
4106.0,-55.5,1984.5,44.54772721475249,2,4106.5
4110.0,-17.0,0.0,0.0,1,4110.5
4111.0,-55.5,1984.5,44.54772721475249,2,4111.5
4112.0,-56.0,2178.0,46.66904755831214,2,4112.5
4117.0,-39.0,1509.3333333333333,38.85013942488924,4,4117.5
4120.0,-63.0,2312.0,48.08326112068523,2,4120.5
4123.0,-61.0,2592.0,50.91168824543142,2,4123.5
4125.0,-53.0,2178.0,46.66904755831214,2,4125.5
4128.0,-62.5,1740.5,41.71930009000631,2,4128.5
4131.0,-54.5,2520.5,50.204581464244875,2,4131.5
4132.0,-55.0,2048.0,45.254833995939045,2,4132.5
4136.0,-61.0,1922.0,43.840620433565945,2,4136.5
4139.0,-53.5,2664.5,51.61879502661797,2,4139.5
4141.0,-55.5,1740.5,41.71930009000631,2,4141.5
4147.0,-53.5,2664.5,51.61879502661797,2,4147.5
4151.0,-46.5,840.5,28.991378028648448,2,4151.5
4154.0,-60.5,1984.5,44.54772721475249,2,4154.5
4156.0,-56.0,3042.0,55.154328932550705,2,4156.5
4159.0,-42.0,578.0,24.041630560342615,2,4159.5
4165.0,-51.0,968.0,31.11269837220809,2,4165.5
4166.0,-49.5,2112.5,45.96194077712559,2,4166.5
4167.0,-42.0,648.0,25.45584412271571,2,4167.5
4172.0,-45.5,924.5,30.405591591021544,2,4172.5
4175.0,-45.333333333333336,614.6666666666667,24.792471975716072,6,4175.5
4180.0,-39.0,338.0,18.384776310850235,2,4180.5
4181.0,-40.5,420.5,20.506096654409877,2,4181.5
4182.0,-42.833333333333336,393.3666666666667,19.833473388861233,6,4182.5
4183.0,-36.5,364.5,19.091883092036785,2,4183.5
4184.0,-43.75,598.25,24.45914961727002,4,4184.5
4185.0,-51.0,1352.0,36.76955262170047,2,4185.5
4189.0,-49.0,1058.0,32.526911934581186,2,4189.5
4191.0,-40.5,364.5,19.091883092036785,2,4191.5
4192.0,-39.0,800.0,28.284271247461902,2,4192.5
4194.0,-57.5,2380.5,48.79036790187178,2,4194.5
4195.0,-42.5,544.5,23.33452377915607,2,4195.5
4198.0,-42.5,1300.5,36.062445840513924,2,4198.5
4199.0,-44.0,512.0,22.627416997969522,2,4199.5
4201.0,-40.0,338.0,18.384776310850235,2,4201.5
4203.0,-43.5,679.0,26.057628441590765,4,4203.5
4206.0,-42.0,633.3333333333334,25.166114784235834,4,4206.5
4207.0,-50.5,1200.5,34.64823227814083,2,4207.5
4209.0,-42.5,760.5,27.577164466275352,2,4209.5
4211.0,-40.5,840.5,28.991378028648448,2,4211.5
4212.0,-50.25,1239.5833333333333,35.20771695712934,4,4212.5
4213.0,-46.75,726.9166666666666,26.961392150010848,4,4213.5
4214.0,-39.5,840.5,28.991378028648448,2,4214.5
4215.0,-47.0,1568.0,39.59797974644666,2,4215.5
4219.0,-56.0,1682.0,41.012193308819754,2,4219.5
4221.0,-45.5,1740.5,41.71930009000631,2,4221.5
4223.0,-58.5,2112.5,45.96194077712559,2,4223.5
4225.0,-45.5,1740.5,41.71930009000631,2,4225.5
4228.0,-59.0,2048.0,45.254833995939045,2,4228.5
4232.0,-54.0,2450.0,49.49747468305833,2,4232.5
4237.0,-58.0,2178.0,46.66904755831214,2,4237.5
4238.0,-58.5,1984.5,44.54772721475249,2,4238.5
4241.0,-52.0,2450.0,49.49747468305833,2,4241.5
4249.0,-58.5,1984.5,44.54772721475249,2,4249.5
4251.0,-52.0,2450.0,49.49747468305833,2,4251.5
4252.0,-58.5,2112.5,45.96194077712559,2,4252.5
4262.0,-58.5,1984.5,44.54772721475249,2,4262.5
4264.0,-53.0,2312.0,48.08326112068523,2,4264.5
4268.0,-23.0,0.0,0.0,1,4268.5
4275.0,-58.5,1984.5,44.54772721475249,2,4275.5
4278.0,-52.5,2380.5,48.79036790187178,2,4278.5
4285.0,-26.0,0.0,0.0,1,4285.5
4294.0,-20.0,0.0,0.0,1,4294.5
4300.0,-26.0,0.0,0.0,1,4300.5
4306.0,-58.5,1984.5,44.54772721475249,2,4306.5
4315.0,-28.0,0.0,0.0,1,4315.5
4323.0,-27.0,0.0,0.0,1,4323.5
4326.0,-17.0,0.0,0.0,1,4326.5
4330.0,-56.5,1860.5,43.1335136523794,2,4330.5
4338.0,-17.0,0.0,0.0,2,4338.5
4340.0,-59.0,2048.0,45.254833995939045,2,4340.5
4350.0,-17.0,0.0,0.0,1,4350.5
4357.0,-48.0,882.0,29.698484809834994,2,4357.5
4358.0,-52.5,1404.5,37.476659402887016,2,4358.5
4371.0,-52.0,1458.0,38.18376618407357,2,4371.5
4372.0,-27.0,0.0,0.0,1,4372.5
4373.0,-54.5,2520.5,50.204581464244875,2,4373.5
4379.0,-39.0,392.0,19.79898987322333,2,4379.5
4384.0,-56.5,1563.0,39.534794801541594,4,4384.5
4385.0,-43.5,684.5,26.16295090390226,2,4385.5
4390.0,-49.75,570.9166666666666,23.89386253134195,4,4390.5
4393.0,-56.5,1012.5,31.81980515339464,2,4393.5
4394.0,-46.666666666666664,771.8666666666667,27.78248848945441,6,4394.5
4397.0,-49.5,312.5,17.67766952966369,2,4397.5
4399.0,-50.5,1200.5,34.64823227814083,2,4399.5
4400.0,-50.0,512.0,22.627416997969522,2,4400.5
4401.0,-51.25,444.25,21.07723890835799,4,4401.5
4403.0,-46.5,924.5,30.405591591021544,2,4403.5
4404.0,-43.0,578.0,24.041630560342615,2,4404.5
4405.0,-49.2,626.7,25.03397691138985,5,4405.5
4406.0,-52.75,784.25,28.00446392988089,4,4406.5
4407.0,-55.0,836.6666666666666,28.925190866555514,4,4407.5
4408.0,-47.0,391.3333333333333,19.782146833277054,4,4408.5
4409.0,-46.25,329.92857142857144,18.16393601146435,8,4409.5
4410.0,-46.0,453.2,21.288494545176274,6,4410.5
4411.0,-49.0,426.0,20.639767440550294,8,4411.5
4412.0,-49.75,244.38636363636363,15.632861658582016,12,4412.5
4413.0,-39.75,460.9166666666667,21.468969855739857,4,4413.5
4414.0,-52.785714285714285,288.64285714285717,16.989492551069826,14,4414.5
4415.0,-59.0,32.0,5.656854249492381,2,4415.5
4416.0,-50.6,199.8,14.135062787267696,5,4416.5
4417.0,-79.0,0.0,0.0,1,4417.5
4419.0,-54.0,0.0,0.0,1,4419.5
4421.0,-43.0,578.0,24.041630560342615,2,4421.5
4424.0,-72.0,0.0,0.0,1,4424.5
4425.0,-47.5,544.5,23.33452377915607,2,4425.5
4426.0,-67.0,0.0,0.0,1,4426.5
4429.0,-46.0,450.0,21.213203435596427,2,4429.5
4431.0,-66.33333333333333,409.06666666666666,20.225396576252013,6,4431.5
4432.0,-58.333333333333336,192.33333333333331,13.868429375143146,3,4432.5
4433.0,-46.5,220.5,14.849242404917497,2,4433.5
4434.0,-47.0,167.33333333333334,12.935738607954837,4,4434.5
4435.0,-48.125,257.8392857142857,16.057374807679047,8,4435.5
4436.0,-48.25,266.25,16.31716887208072,4,4436.5
4437.0,-48.5,285.1,16.884904500766357,6,4437.5
4438.0,-51.25,411.5833333333333,20.2875166871979,4,4438.5
4439.0,-49.0,288.0,16.97056274847714,2,4439.5
4440.0,-59.36363636363637,609.8545454545455,24.69523325369788,11,4440.5
4441.0,-86.5,180.5,13.435028842544403,2,4441.5
4442.0,-79.0,259.0,16.09347693943108,3,4442.5
